Label,sentence
단말>STB(작동)이상,멀티비접속 불넷플릭스 접속 안됨 코로나 이 상무재확인필
실시간 채널>수신 불량,코로나 이 상무수신 불항상 셋탑재 부팅해야 정상으로 나온다고 함셋탑 교체 요청
실시간 채널>수신 불량,수신불 정상
실시간 채널>화질 이상,방문 전 연락필 시청 중 수시끊김장 비리셋 의뢰정상
단말>리모컨작동불가>현장출동,리모콘시 시작동 불가 대동일증상 대다교체 요청원함
단말>리모컨작동불가>현장출동,리모컨 작동 불꽉 꽉 눌러야 된다고 하심 음성인식도 안 됨
실시간 채널>수신 불량,코로나 이 상무재확인 필티비수 신불
실시간 채널>수신 불량,코로나 이 상무시청 불가 현장엔지니어님 요청건 잘못 접수된 건 취소하고 해당 회선로 고장 접수 처리
AS접수/변경>장비리셋 후 재사용 요청,리셋 접수 수신 불시간 내 외 안내
실시간 채널>수신 불량,코로나 이 상무재확인필두 대중한 대만 안됨리셋해도 동일 연락 후
실시간 채널>수신 불량,장애인 마이행 티비수 신불방문 전 미리 연락요
실시간 채널>네트워크 오류,네트워크 오류 뜸 진단 비정상독촉기사 배정되는 데로 연락 먼저 요청 취소 건 있으면 당겨서 방문 요청 방문 시간 안내 후 독촉만 얘기하고 끊으심 어르신 연후방
AS접수/변경>장비리셋 후 재사용 요청,일리셋티 수신 불리셋추티업 실패
단말>STB(작동)이상,시청 불기기 문제라고 함엔지니어 분 방문했다고 접수만 해달라고 하심코로 나 이 상무포트 정상
실시간 채널>수신 불량,영업장 독촉 일시티 비안됨 리모컨도 안됨인입
단말>STB(작동)이상,코로나 이 상무재확인필 이상 전원 불량 정상
단말>STB(작동)이상,셋탑 전원 전 멸연 후방
실시간 채널>수신 불량,일시 번 채널 안 나옴 권한재 송출해도 동일리 부팅해도 동일 코로나
단말>리모컨작동불가>현장출동,리모컨 안됨연 후방
실시간 채널>수신 불량,시청 불까 만화면 재부팅 동일 자체 문제시 처리 불가 안내
실시간 채널>화질 이상,티비끊김
VOD/컨텐츠>메뉴 실행 불가,시청 불위성시청됨 올레로 전환 안됨
AS접수/변경>장비리셋 후 재사용 요청,리셋 접수 티비화면에 줄이 생김리셋리부팅 안내
AS접수/변경>장비리셋 후 재사용 요청,리셋 접수 일부 채널 만나옴리셋리 부팅
실시간 채널>수신 불량,수신불시 방문 독촉 최대한 빠른 방문 독촉
VOD/컨텐츠>메뉴 실행 불가,코로나 이 상무재확인필 메뉴 실행 불리셋 안내리모컨 작동 불같이 점검 요청
실시간 채널>화질 이상,시청 중 끊김 연후방인 입
실시간 채널>화질 이상,리셋 접수건대채널 돌릴 때마다 화질 흔들리고 깨짐
실시간 채널>수신 불량,리셋 접수 건수신불재부팅 후 동일 증상 연후방
실시간 채널>수신 불량,티비교체 후 수신불독 촉연 후방
단말>리모컨작동불가>택배발송,리모컨 고장 채널 버튼 안됨 외부 신고 매장 등록했으나 근처에 없다 심택배 배송 진행
실시간 채널>네트워크 오류,코로나 이 상무재확인필 일오후시시 방문요청 배정되면 바로 연락부탁드립니 다수신불무선 연결 안 되어 있다고 함정 상인
단말>리모컨작동불가>M&S내방안내,리모컨 고장 매장 안내 매장 페어링 통합 설정 문자 발송
실시간 채널>수신 불량,코로나 이 상무재확인 필티비수 신불신 정상
실시간 채널>수신 불량,수신 불주소 확인
실시간 채널>수신 불량,독촉 수신 불 연락후
실시간 채널>수신 불량,와우모텔 임의 시 수신불통화 후 당일 어렵다 함
실시간 채널>수신 불량,월일시시수신 불량대 모두 위성채널로 계속 넘어간 다심
단말>STB(작동)이상,작동 이상 먹통된다고 함
실시간 채널>수신 불량,수신 불코로나 이 상무셋탑 정상
실시간 채널>수신 불량,독촉연 후방 수신 불셋탑리셋 동일당일 인터넷 점검 후 안 됨
단말>STB(작동)이상,용수평 방문 전 방문 시간 조율로 미리 연락 요청 넷플릭스 안됨 실시간 채널 정상
실시간 채널>수신 불량,시시수신 불대 모두 동일셋탑 교체 요셋탑 및 리모컨도 함께 점검요연
실시간 채널>네트워크 오류,리셋 접수 건 네트워크 오류로 시청 안됨 장비 재부팅 후에도 동일증 예약 취소 건생기거나 땅겨서 혹시 당일 방문 가능하면 해줄 것 요청 최대한 빠른 방문 요청올인 홈 비정상연 후방독촉
실시간 채널>수신 불량,안내실수신 불교체 원함엔지니어가 접수만 해놓으라고 했다 함
장애안내>네트워크장비 장애,공사장애 안내
실시간 채널>수신 불량,시청 불바토드 확인
실시간 채널>수신 불량,어르신 독촉 극 심리셋 접수건기가 지니시청 불번 확인 창뜸
양방향서비스>양방향서비스 사용불가,넷플릭스 접속 불셋탑리셋해도 동일
실시간 채널>수신 불량,수신불대리 접수
단말>리모컨작동불가>택배발송,리모컨 작동 불포트 정상 부산유선등록
실시간 채널>수신 불량,시시수신 불방문 전 연락요
단말>리모컨작동불가>현장출동,시가까이 요청 코로나 이 상무지 니리모컨 모든 작동 불가건전지 교체도 해봄 지니 음성인식도 안 됨 퇴근 시간 있어 그 전에는 어렵다 심연
단말>STB(작동)이상,리셋 접수 건 전원안 들어 옴 전원코드 확인 수신불
단말>STB(부팅) 이상>부팅중 오류메시지 발생,수신 불로 딩 중리셋연 후방
단말>STB(작동)이상,전원이 안 들어오신다고 하십니다 연후방
실시간 채널>화질 이상,일부 화면 모자이크처럼 나옴 접수 보류
실시간 채널>수신 불량,수신 불플라자 대리신고 구분 안됨연 후방
단말>STB(작동)이상,셋탑 전원 안 켜짐 연 후방
단말>리모컨작동불가>현장출동,리모컨 작동 불교체 요청
단말>STB(작동)이상,기가 지니 음성인식 잘 안됨 화면 끊김 방문 요청 꼼꼼하게 점검 요청 최대한 빠른 방문 요청연 후방
단말>STB(부팅) 이상>부팅중 오류메시지 발생,봇코로나 이 상무재확인필 시청 불로딩 중 메시지 빠른 점검 원함
VOD/컨텐츠>메뉴 실행 불가,메뉴 버튼 누르면 넷플릭스 안나 옴넷플 지원되는 셋탑 임 외부 신고
실시간 채널>수신 불량,수신불
실시간 채널>수신 불량,대중대시청불
실시간 채널>수신 불량,임시일시 안내수신 불채널이번 하나 만나 옴재부팅해도 동일
단말>STB(부팅) 이상>부팅지연(오류메시지 없음),거실 부팅 지연 리셋이미 했다 함
실시간 채널>수신 불량,수신불
실시간 채널>화질 이상,코로나 이 상무재확인필 화질 깨짐리셋 현재 정상이나 수시로 동일 현상 방문 점검요
실시간 채널>수신 불량,티비수 신불연 후방
AS접수/변경>임대단말 회수요청,이 정 서비스 번 해지장비 회수 일정은 인터넷 댁내 이전 명령과 같은 날 희망 요청합니 다 회수 희망 일정 시 인터넷 댁내 이전 일정 연락 처 방문 주소서구 비산동층 확인 후 조치 바랍니다
AS접수/변경>장비리셋 후 재사용 요청,일리셋 연결 안 되있다고 뜨면서 수신 불리셋
고객원인>증설/구내선 정리요청,티비교체 후 연결 요청 자리 이동무
실시간 채널>화질 이상,임의 시청 중 화면 멈춤 대리신고
AS접수/변경>임대단말 분실/파손,원 추가 티비쪽티리모컨 분실 배송 접수 통합설정 방법 문자 발송
실시간 채널>수신 불량,차리셋 건리셋 접수 수신불
실시간 채널>화질 이상,코로나 이 상무기가 지니 쪽 화질이 안 좋음
실시간 채널>수신 불량,리셋 접수건리셋아웃콜코로나 이 상무재확인 필티비시청 불입력신가 약하거나 없음 연락 후 연결
AS접수/변경>임대단말 분실/파손,손실보상금 안내사업장이라 독촉에 물에 빠진 뒤로 안 됨 접수 일시
장애안내>타사 및 기타 장애,장애 안내
실시간 채널>수신 불량,수신 불연결 없음임의
실시간 채널>수신 불량,올레탭 특정 위치에서만 안됨연 후방독촉 취소 건이나 근처 방문 시 우선 방문 요망
AS접수/변경>장비리셋 후 재사용 요청,리셋 접수 시간 전후 리콜 안내수신불리셋
실시간 채널>수신 불량,시시수신 불다시보기 메뉴 실행 안됨 코로나 이 상무
단말>리모컨작동불가>택배발송,일반 리모콘 고장 건전지 교체해도 비정상 매장 멀어서 거부 택배 접수 본인 발송개
고객원인>증설/구내선 정리요청,코로나 이 상무재확인필 화재로 인하여 인티 전선재 연결요구유료화 위치이동 없음
단말>리모컨작동불가>택배발송,리모컨 작동 불비 정상 매장 없음택배 요청 정상
AS접수/변경>임대단말 회수요청,원효지점 광화문지사 배우자 김혜진 주소신수동 마포아너스빌 동 내용 셋탑회수 요청 이전가시는데 해당 셋탑 가져갈 수 없어 회수 요청하십니다
실시간 채널>수신 불량,수신 불비 정상인
실시간 채널>수신 불량,수신 불주소 확인
실시간 채널>화질 이상,봇코로나 이 상무재확인 필티대 모두 화면 깨짐 수리 받았는데 또 발생된 다 함 확인 요정상
실시간 채널>수신 불량,티비대 모두 안됨 코로나무
단말>리모컨작동불가>택배발송,리콜 건기가 지니리모컨 건전지 교체해도 불안 들어 옴 작동불교체로 택배 배송 등록 정민 고객님
단말>STB(작동)이상,셋탑이상 사용 시마다 리셋 후 사용된 다심장비 점검 요청
단말>리모컨작동불가>택배발송,리모컨 고장 매장 없음택배 등록 완료한은미 대리인
실시간 채널>화질 이상,화질이상 화면 흔들림
실시간 채널>수신 불량,수신 불리셋재부팅 정상이용
실시간 채널>음성 이상,음성안 나옴연 후방
단말>리모컨작동불가>M&S내방안내,리모컨 버튼 터치 잘 안됨 매장
고객원인>증설/구내선 정리요청,멀선 재연결 위치 이동 코로나 이상무재확인필
실시간 채널>화질 이상,화면이 지지 직거리면서 꺼졌다 켜졋다함 연후방
실시간 채널>수신 불량,대수신불임의회선 최대한 빠른 점검 원함 연 후방
단말>음성인식이상(기가지니),기가 지니발화인식 잘 안 됨
실시간 채널>수신 불량,코로나 이 상무재확인 필티비수 신불케이블 따운
실시간 채널>수신 불량,빠른 방문 요청 독촉 코로나 이 상무재확인 필수신불비 정상
실시간 채널>수신 불량,수신 불방문 전 연락요
실시간 채널>수신 불량,코로나 이 상무수신불
AS접수/변경>임대단말 분실/파손,리모컨 파손 접수 보류
실시간 채널>수신 불량,일시티 비수신불로딩중이라고만 뜨고 티비안 나온다심셋탑재 부팅 후 동일신케이블 다운코로나 이상무
단말>STB(작동)이상,독촉 심 전 원안 들어 옴 전원 선 확인 후 동일 최대한 빠른 방문 요청
VOD/컨텐츠>화질 이상,차리셋 후 동일미리 연락 후 방문 방문 시간 꼭 지켜주세 요리셋 접수 시간 내외 시청 시 끊김
실시간 채널>네트워크 오류,수신 불네트워크 오류셋탑과 가오래되어 그런 것 같다고 교체 요청 시전으로 방문 요청
단말>STB(작동)이상,리모컨이랑 연동이 잘 안 되는 거 같다며 교체 요청연 후방
실시간 채널>수신 불량,수신 불주소 확인
단말>STB(부팅) 이상>부팅중 오류메시지 발생,수신 불로 딩중재부팅해도 동일하다 함 방문 전 연락요 외부정상
단말>STB(작동)이상,시기가 지니 전원안 들어 옴 전원 선재 연결재부팅 확인함
단말>리모컨작동불가>택배발송,리모컨기가 지니리모콘 작동 불모든 버튼 여러 번 눌러야 작동됨 장비리셋 및 페어링해도 동일 택배 교체 요청 전 송 후 등록함
양방향서비스>양방향서비스 사용불가,넷플릭스 안됨 대중대만 안 됨
실시간 채널>수신 불량,코로나 이 상무재확인 필수신불인입
단말>STB(작동)이상,거실 쪽 기가 지니 꼭 새 제품으로 교체 요청기가 지니 설치 당시에 중고 제품으로 설치를 해서 작동도 잘 안 되고 리모컨도 잘 안 된다며 꼭꼭 새 제품으로 교체 요청기가 지니대 모두 중고였지만 거실 쪽이 더 안 된다심
단말>리모컨작동불가>택배발송,기술 리콜리모컨 단순 교체 요청 사용은 되나 뻑뻑하다고 하심 리모컨 등록함
